Date,Time,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
2023-07-20,17:17,ACC955633,ACC962582,7472.54,CNY,EUR,USA,USA,Debit Card,0,Normal_Corporate_Payment
2023-01-19,15:27,ACC490909,ACC387010,5074.86,TRY,GBP,Mexico,USA,Cross-Border,1,Suspicious_Shell_Companies
2023-06-05,07:59,ACC312916,ACC896714,2389.48,TRY,GBP,Mexico,UK,Cheque,1,Suspicious_RapidMovement
2023-10-31,18:07,ACC891894,ACC251391,5566.81,GBP,USD,Germany,Morocco,Cheque,1,Suspicious_Shell_Companies
2023-10-22,15:34,ACC478976,ACC639700,3548.86,TRY,AED,Mexico,Turkey,E-Wallet,0,Normal_Personal_Transfer
2023-03-23,15:17,ACC262867,ACC595379,8373.73,CNY,AED,UK,USA,Debit Card,0,Normal_Corporate_Payment
2023-03-24,13:16,ACC825166,ACC566802,5286.2,TRY,GBP,Mexico,Mexico,Cross-Border,1,Suspicious_Shell_Companies
2023-10-26,00:16,ACC410609,ACC748423,307.81,TRY,GBP,UK,Turkey,Cash,1,Suspicious_Shell_Companies
2023-12-06,16:42,ACC554325,ACC220019,9851.1,MAD,USD,Mexico,Turkey,Cash,1,Suspicious_CrossBorder_Transfer
2023-02-04,09:01,ACC190027,ACC911015,752.24,TRY,TRY,UK,Turkey,Credit Card,0,Normal_Personal_Transfer
2023-06-14,22:37,ACC150528,ACC314649,6962.62,USD,AED,Mexico,USA,Mobile Payment,0,Normal_Personal_Transfer
2023-05-04,19:37,ACC398374,ACC424066,4378.19,GBP,MAD,UAE,Turkey,E-Wallet,0,Normal_Personal_Transfer
2023-11-14,14:06,ACC148242,ACC368329,2500.68,GBP,CNY,Turkey,Turkey,Debit Card,0,Normal_Personal_Transfer
2023-01-31,06:03,ACC559099,ACC448492,6767.82,EUR,EUR,UAE,China,Debit Card,0,Normal_Personal_Transfer
2023-03-19,04:53,ACC214688,ACC191368,1267.71,MXN,GBP,UK,USA,Cash,1,Suspicious_Cash_Intensive
2023-10-02,08:10,ACC591582,ACC287461,8583.88,EUR,USD,Mexico,Turkey,Cash,1,Suspicious_Shell_Companies
2023-01-19,11:26,ACC626071,ACC882190,2513.61,TRY,GBP,Morocco,Morocco,Cash,1,Suspicious_Cash_Intensive
2023-06-29,07:06,ACC128390,ACC379567,3620.92,TRY,AED,USA,Mexico,E-Wallet,0,Normal_Personal_Transfer
2023-06-11,12:21,ACC763777,ACC151268,6330.11,CNY,USD,Germany,Turkey,Cheque,1,Suspicious_RapidMovement
2023-05-03,03:58,ACC172102,ACC212692,20.28,CNY,EUR,UAE,UK,Cheque,1,Suspicious_RapidMovement
2023-05-25,23:27,ACC379570,ACC534860,4732.76,AED,MXN,Germany,UAE,Credit Card,0,Normal_Personal_Transfer
2023-07-13,02:35,ACC130750,ACC792146,8943.55,USD,AED,Germany,UAE,Credit Card,0,Normal_Personal_Transfer
2023-02-28,22:21,ACC682476,ACC457345,6807.35,USD,TRY,Morocco,USA,ACH Transfer,0,Normal_Personal_Transfer
2023-07-28,21:55,ACC373016,ACC568741,3885.12,USD,CNY,Germany,UAE,Cheque,1,Suspicious_CrossBorder_Transfer
2023-10-21,12:36,ACC718519,ACC970176,6607.64,USD,CNY,UAE,China,Debit Card,0,Normal_Personal_Transfer
2023-10-05,17:23,ACC492004,ACC218222,9366.33,USD,MXN,Morocco,Mexico,Credit Card,0,Normal_Personal_Transfer
2023-02-26,10:27,ACC803446,ACC975022,1886.18,USD,USD,USA,Germany,Cross-Border,1,Suspicious_Cash_Intensive
2023-02-24,15:07,ACC691058,ACC523693,5322.76,USD,GBP,Turkey,UK,Debit Card,0,Normal_Personal_Transfer
2023-04-08,08:10,ACC331360,ACC851270,2355.03,USD,TRY,Turkey,UK,ACH Transfer,0,Normal_Corporate_Payment
2023-05-12,07:13,ACC325440,ACC222942,8543.7,AED,AED,USA,UAE,Cash,1,Suspicious_Shell_Companies
2023-05-30,13:52,ACC969946,ACC599972,7213.29,MAD,EUR,UAE,UK,ACH Transfer,0,Normal_Corporate_Payment
2023-09-06,11:57,ACC843537,ACC758931,8012.75,USD,CNY,Mexico,UAE,Debit Card,0,Normal_Personal_Transfer
2023-01-21,13:54,ACC192663,ACC643864,9430.69,GBP,AED,USA,Mexico,Cash,1,Suspicious_Structuring
2023-01-13,06:52,ACC790080,ACC481785,2330.76,USD,MAD,Germany,USA,ACH Transfer,0,Normal_Corporate_Payment
2023-05-24,08:48,ACC773439,ACC555919,496.7,MXN,TRY,Morocco,USA,ACH Transfer,0,Normal_Corporate_Payment
2023-09-12,02:00,ACC758651,ACC765040,2916.13,USD,CNY,UAE,Turkey,Debit Card,0,Normal_Personal_Transfer
2023-03-12,01:15,ACC305156,ACC781066,3997.4,MAD,GBP,UAE,UAE,Credit Card,0,Normal_Corporate_Payment
2023-08-23,06:04,ACC212808,ACC310926,6255.35,AED,CNY,Turkey,UAE,E-Wallet,0,Normal_Personal_Transfer
2023-04-05,01:46,ACC210091,ACC317267,7979.07,CNY,CNY,China,Turkey,E-Wallet,0,Normal_Personal_Transfer
2023-11-20,02:29,ACC985704,ACC477186,3504.53,CNY,MXN,Mexico,USA,Cross-Border,1,Suspicious_Cash_Intensive
2023-11-23,19:30,ACC673681,ACC825925,4740.23,TRY,USD,UK,Morocco,ACH Transfer,0,Normal_Corporate_Payment
2023-04-19,00:55,ACC717846,ACC541652,7856.82,MAD,MXN,Turkey,UAE,E-Wallet,0,Normal_Corporate_Payment
2023-03-25,15:48,ACC169770,ACC758134,2261.03,MAD,AED,Germany,UAE,Cross-Border,1,Suspicious_Shell_Companies
2023-05-31,06:32,ACC913152,ACC248044,2179.15,TRY,TRY,Morocco,Turkey,Cheque,1,Suspicious_Related_Accounts
2023-03-29,20:55,ACC899800,ACC245120,5896.44,USD,MAD,Turkey,Morocco,Cheque,1,Suspicious_CrossBorder_Transfer
2023-09-03,11:38,ACC285385,ACC198908,4366.21,AED,GBP,Morocco,USA,Debit Card,0,Normal_Personal_Transfer
2023-10-29,07:20,ACC934401,ACC470868,9489.48,AED,USD,Germany,UAE,Mobile Payment,0,Normal_Personal_Transfer
2023-09-03,12:25,ACC148838,ACC337741,3576.74,USD,GBP,Germany,UK,Debit Card,0,Normal_Corporate_Payment
2023-10-28,09:10,ACC633022,ACC180225,7597.96,TRY,GBP,Turkey,Germany,Mobile Payment,0,Normal_Corporate_Payment
2023-05-25,13:32,ACC731475,ACC444417,5835.1,MXN,MAD,Turkey,UK,Mobile Payment,0,Normal_Corporate_Payment
2023-02-27,02:44,ACC199329,ACC226170,555.22,EUR,TRY,Turkey,Morocco,Mobile Payment,0,Normal_Corporate_Payment
2023-09-27,23:55,ACC620146,ACC574766,853.01,GBP,MXN,USA,Turkey,Credit Card,0,Normal_Personal_Transfer
2023-05-12,10:12,ACC505413,ACC580570,2039.53,TRY,GBP,Turkey,Germany,Mobile Payment,0,Normal_Corporate_Payment
2023-09-03,08:21,ACC955327,ACC985169,1440.09,USD,AED,Morocco,UAE,Cash,1,Suspicious_Shell_Companies
2023-04-09,17:02,ACC858921,ACC569896,3300.42,GBP,AED,UK,Germany,Cross-Border,1,Suspicious_Related_Accounts
2023-01-30,08:44,ACC220424,ACC982969,5794.1,CNY,GBP,Mexico,USA,E-Wallet,0,Normal_Corporate_Payment
2023-12-29,19:59,ACC987687,ACC681890,6027.6,CNY,GBP,Germany,China,ACH Transfer,0,Normal_Personal_Transfer
2023-02-27,10:54,ACC420217,ACC952835,5881.8,USD,USD,UAE,Mexico,Cash,1,Suspicious_Shell_Companies
2023-12-27,17:16,ACC828285,ACC127182,1184.91,EUR,GBP,Turkey,China,Cheque,1,Suspicious_Shell_Companies
2023-12-23,02:34,ACC344042,ACC966308,6006.25,EUR,AED,UK,Germany,E-Wallet,0,Normal_Personal_Transfer
2023-10-17,20:18,ACC835848,ACC409203,4103.37,TRY,GBP,China,China,Cheque,1,Suspicious_RapidMovement
2023-08-29,17:39,ACC325683,ACC502003,9031.5,GBP,CNY,Morocco,Turkey,Cross-Border,1,Suspicious_Cash_Intensive
2023-07-30,05:04,ACC315547,ACC613668,9120.72,MAD,CNY,Turkey,Germany,E-Wallet,0,Normal_Personal_Transfer
2023-11-13,03:29,ACC343603,ACC886825,7684.06,AED,TRY,USA,UK,Cross-Border,1,Suspicious_Related_Accounts
2023-04-16,07:35,ACC805662,ACC948207,7034.04,AED,AED,Germany,Turkey,Mobile Payment,0,Normal_Personal_Transfer
2023-06-20,23:25,ACC902056,ACC814814,1158.38,GBP,GBP,UK,UK,E-Wallet,0,Normal_Personal_Transfer
2023-08-15,06:09,ACC298343,ACC243128,856.1,CNY,MAD,Morocco,Turkey,Cash,1,Suspicious_Cash_Intensive
2023-05-31,10:56,ACC386459,ACC554699,8409.93,MAD,CNY,Turkey,USA,Cash,1,Suspicious_CrossBorder_Transfer
2023-06-06,00:43,ACC379566,ACC521645,4275.89,CNY,MAD,UAE,Morocco,Credit Card,0,Normal_Corporate_Payment
2023-05-01,09:32,ACC794497,ACC670197,4519.11,EUR,AED,UK,Turkey,ACH Transfer,0,Normal_Corporate_Payment
2023-07-25,13:42,ACC172663,ACC415050,8479.45,USD,GBP,Germany,Mexico,ACH Transfer,0,Normal_Corporate_Payment
2023-11-07,22:52,ACC201216,ACC983867,6218.1,AED,MAD,UK,UAE,ACH Transfer,0,Normal_Personal_Transfer
2023-03-15,12:24,ACC874888,ACC448434,1802.28,MAD,TRY,UK,UK,Mobile Payment,0,Normal_Corporate_Payment
2023-12-08,19:39,ACC356492,ACC930821,2118.02,MAD,USD,Morocco,Turkey,E-Wallet,0,Normal_Corporate_Payment
2023-09-09,13:07,ACC571358,ACC383049,73.71,TRY,MAD,Turkey,Mexico,Cheque,1,Suspicious_Cash_Intensive
2023-10-28,00:58,ACC394887,ACC844979,7109.59,MXN,AED,Turkey,UAE,Cheque,1,Suspicious_Related_Accounts
2023-07-23,07:33,ACC592762,ACC809090,4861.26,EUR,MAD,Morocco,UAE,Cash,1,Suspicious_Related_Accounts
2023-10-12,13:48,ACC508852,ACC681845,9500.14,MAD,MXN,UAE,USA,Credit Card,0,Normal_Corporate_Payment
2023-01-06,22:48,ACC584100,ACC478958,7142.99,CNY,TRY,Mexico,Turkey,Debit Card,0,Normal_Corporate_Payment
2023-10-26,20:37,ACC634396,ACC861994,1040.5,CNY,MAD,USA,Morocco,Credit Card,0,Normal_Corporate_Payment
2023-01-15,05:28,ACC304706,ACC588373,1623.8,EUR,USD,Mexico,Mexico,E-Wallet,0,Normal_Personal_Transfer
2023-11-21,05:16,ACC660468,ACC579329,5022.23,CNY,MXN,USA,Morocco,Cheque,1,Suspicious_Cash_Intensive
2023-12-29,04:49,ACC381027,ACC857624,9249.49,TRY,AED,USA,Turkey,Mobile Payment,0,Normal_Personal_Transfer
2023-04-18,22:08,ACC668688,ACC297271,2480.04,USD,AED,Mexico,UK,Cash,1,Suspicious_CrossBorder_Transfer
2023-03-18,20:27,ACC277071,ACC802661,8257.55,GBP,GBP,Morocco,UAE,Credit Card,0,Normal_Personal_Transfer
2023-10-07,18:35,ACC672239,ACC709040,3129.6,EUR,TRY,Germany,UK,Cash,1,Suspicious_Structuring
2023-04-03,09:25,ACC500376,ACC540475,2706.27,TRY,CNY,Morocco,China,Cross-Border,1,Suspicious_Structuring
2023-11-12,12:06,ACC941694,ACC830161,9014.91,TRY,MAD,UK,China,Cross-Border,1,Suspicious_Cash_Intensive
2023-02-07,11:08,ACC513145,ACC891006,481.94,TRY,GBP,UAE,Turkey,Debit Card,0,Normal_Corporate_Payment
2023-02-15,06:04,ACC969565,ACC450435,6610.8,AED,TRY,China,China,Cheque,1,Suspicious_Cash_Intensive
2023-12-24,12:07,ACC766483,ACC882262,441.24,CNY,AED,Mexico,Turkey,Mobile Payment,0,Normal_Personal_Transfer
2023-09-03,00:43,ACC477250,ACC721065,8009.63,AED,MXN,Mexico,UAE,Cross-Border,1,Suspicious_RapidMovement
2023-11-06,03:09,ACC783717,ACC580313,8295.75,AED,MAD,Germany,UAE,Debit Card,0,Normal_Corporate_Payment
2023-04-29,21:16,ACC956928,ACC386881,8934.63,GBP,AED,UAE,Turkey,ACH Transfer,0,Normal_Corporate_Payment
2023-09-04,18:02,ACC788916,ACC647678,1869.04,AED,CNY,UK,Morocco,Cash,1,Suspicious_RapidMovement
2023-08-05,10:08,ACC424078,ACC191612,1253.74,EUR,USD,Turkey,Mexico,Mobile Payment,0,Normal_Corporate_Payment
2023-08-09,12:24,ACC965318,ACC676618,5040.32,MAD,CNY,Morocco,UK,ACH Transfer,0,Normal_Corporate_Payment
2023-09-07,08:52,ACC130881,ACC171082,2723.61,TRY,TRY,Mexico,UAE,ACH Transfer,0,Normal_Corporate_Payment
2023-07-30,17:46,ACC904841,ACC809002,6066.91,GBP,AED,China,USA,E-Wallet,0,Normal_Personal_Transfer
2023-06-06,18:49,ACC198171,ACC514496,5142.34,AED,AED,UK,Germany,Debit Card,0,Normal_Corporate_Payment
2023-04-11,18:19,ACC353189,ACC329561,1457.07,USD,CNY,Mexico,UK,E-Wallet,0,Normal_Corporate_Payment
2023-10-08,17:20,ACC317815,ACC383181,7395.31,MXN,USD,UAE,UAE,Cash,1,Suspicious_RapidMovement
2023-03-24,04:54,ACC411095,ACC740956,8039.81,EUR,CNY,Turkey,China,Debit Card,0,Normal_Corporate_Payment
2023-09-10,08:06,ACC370896,ACC219229,9630.8,GBP,CNY,Mexico,Turkey,Credit Card,0,Normal_Personal_Transfer
2023-03-27,11:16,ACC741627,ACC533792,3961.43,MXN,GBP,Turkey,China,ACH Transfer,0,Normal_Personal_Transfer
2023-08-17,07:56,ACC506656,ACC521780,3383.97,MXN,AED,USA,Mexico,Cash,1,Suspicious_Structuring
2023-09-30,18:07,ACC144864,ACC330205,1930.7,AED,GBP,USA,China,ACH Transfer,0,Normal_Personal_Transfer
2023-03-21,07:54,ACC805051,ACC840799,1816.84,GBP,MXN,Mexico,Mexico,Credit Card,0,Normal_Corporate_Payment
2023-01-22,03:19,ACC696323,ACC196342,3217.32,CNY,MXN,UAE,USA,Cheque,1,Suspicious_Cash_Intensive
2023-02-17,09:34,ACC186675,ACC867224,9818.35,MAD,EUR,Germany,Turkey,Credit Card,0,Normal_Personal_Transfer
2023-08-10,23:31,ACC384487,ACC452072,931.66,MAD,EUR,USA,China,Cheque,1,Suspicious_Structuring
2023-11-07,05:25,ACC324320,ACC652375,2601.07,GBP,MXN,Mexico,Mexico,Cash,1,Suspicious_Related_Accounts
2023-01-17,14:41,ACC643961,ACC603040,868.92,GBP,MAD,Turkey,China,Cash,1,Suspicious_Cash_Intensive
2023-09-25,10:23,ACC291026,ACC209844,2743.58,TRY,CNY,UK,Mexico,Mobile Payment,0,Normal_Corporate_Payment
2023-05-05,01:42,ACC285770,ACC831573,933.09,USD,GBP,UAE,Morocco,Credit Card,0,Normal_Corporate_Payment
2023-06-24,11:42,ACC457168,ACC637091,5088.01,MAD,USD,Morocco,Turkey,E-Wallet,0,Normal_Corporate_Payment
2023-12-06,16:51,ACC650808,ACC428905,4389.17,TRY,AED,Turkey,Turkey,ACH Transfer,0,Normal_Personal_Transfer
2023-05-02,12:19,ACC602857,ACC752862,1748.76,CNY,CNY,UAE,UK,Cross-Border,1,Suspicious_RapidMovement
2023-06-19,20:55,ACC869483,ACC826670,1756.33,MXN,AED,UAE,Mexico,ACH Transfer,0,Normal_Corporate_Payment
2023-01-05,06:56,ACC902216,ACC965011,6264.83,MXN,MXN,China,Germany,Cross-Border,1,Suspicious_Shell_Companies
2023-01-30,02:04,ACC479590,ACC509379,3877.34,MXN,CNY,USA,USA,E-Wallet,0,Normal_Personal_Transfer
2023-04-05,22:28,ACC138079,ACC282957,571.39,GBP,MAD,Morocco,UK,Debit Card,0,Normal_Corporate_Payment
2023-01-11,09:04,ACC144220,ACC317412,9202.72,CNY,CNY,Morocco,USA,Cash,1,Suspicious_RapidMovement
2023-08-19,13:50,ACC251563,ACC136764,4055.48,EUR,USD,Morocco,UK,E-Wallet,0,Normal_Corporate_Payment
2023-06-05,19:00,ACC212878,ACC585998,5914.57,TRY,EUR,Mexico,China,Credit Card,0,Normal_Corporate_Payment
2023-07-20,07:47,ACC216583,ACC293198,8855.27,EUR,USD,USA,Mexico,Debit Card,0,Normal_Personal_Transfer
2023-03-05,17:11,ACC148720,ACC339066,4027.57,AED,MXN,Turkey,China,E-Wallet,0,Normal_Corporate_Payment
2023-04-19,03:15,ACC331876,ACC298296,8208.39,USD,GBP,Turkey,USA,ACH Transfer,0,Normal_Corporate_Payment
2023-08-31,06:59,ACC639006,ACC409199,9148.37,USD,CNY,UK,Turkey,Cross-Border,1,Suspicious_Shell_Companies
2023-12-19,03:28,ACC528813,ACC413743,1748.93,TRY,MXN,UAE,UAE,Cheque,1,Suspicious_CrossBorder_Transfer
2023-01-19,19:28,ACC947649,ACC969219,8926.0,MXN,AED,Germany,USA,Cash,1,Suspicious_RapidMovement
2023-11-21,05:20,ACC591567,ACC309112,1207.13,AED,AED,Mexico,UK,Cross-Border,1,Suspicious_RapidMovement
2023-07-30,17:13,ACC462812,ACC926152,2758.52,MAD,TRY,UK,USA,ACH Transfer,0,Normal_Personal_Transfer
2023-07-25,22:38,ACC782192,ACC193120,8084.03,CNY,MAD,China,UAE,Mobile Payment,0,Normal_Personal_Transfer
2023-07-02,12:39,ACC852758,ACC275556,9007.84,USD,MAD,Mexico,Mexico,ACH Transfer,0,Normal_Personal_Transfer
2023-01-26,12:57,ACC506080,ACC227976,6844.55,EUR,MAD,UAE,USA,Credit Card,0,Normal_Corporate_Payment
2023-02-02,11:03,ACC712666,ACC794212,1057.21,EUR,TRY,China,China,Debit Card,0,Normal_Personal_Transfer
2023-08-08,07:49,ACC108177,ACC637507,5234.69,MAD,TRY,UAE,Turkey,Cash,1,Suspicious_CrossBorder_Transfer
2023-05-05,11:24,ACC801475,ACC470652,5730.61,GBP,GBP,Germany,Mexico,Credit Card,0,Normal_Corporate_Payment
2023-12-01,14:28,ACC484462,ACC714639,2825.78,MXN,MAD,Mexico,USA,Cross-Border,1,Suspicious_Cash_Intensive
2023-05-29,23:39,ACC861595,ACC411009,9913.05,GBP,MXN,Mexico,Germany,Mobile Payment,0,Normal_Corporate_Payment
2023-02-22,22:30,ACC549426,ACC154457,3362.92,TRY,TRY,UAE,Germany,Debit Card,0,Normal_Personal_Transfer
2023-09-18,20:41,ACC545170,ACC190159,2110.45,USD,MXN,Morocco,Turkey,E-Wallet,0,Normal_Personal_Transfer
2023-04-18,21:20,ACC735433,ACC300065,1110.26,MAD,EUR,UAE,China,Cash,1,Suspicious_RapidMovement
2023-07-11,11:13,ACC829490,ACC193391,3791.23,MAD,MAD,UK,UK,Cross-Border,1,Suspicious_Related_Accounts
2023-09-12,15:46,ACC637706,ACC412544,6929.26,MAD,TRY,USA,UK,Cash,1,Suspicious_Related_Accounts
2023-11-25,21:28,ACC265926,ACC398402,2321.86,GBP,TRY,Mexico,Turkey,Cash,1,Suspicious_Related_Accounts
2023-10-17,09:25,ACC712363,ACC836366,7697.75,CNY,GBP,Germany,USA,Cheque,1,Suspicious_Related_Accounts
2023-09-04,23:04,ACC603122,ACC280029,1362.66,GBP,MXN,Mexico,Mexico,Cheque,1,Suspicious_RapidMovement
2023-09-06,09:58,ACC427371,ACC997898,4410.27,TRY,GBP,Mexico,Turkey,E-Wallet,0,Normal_Corporate_Payment
2023-12-12,14:25,ACC506051,ACC773641,7026.71,EUR,GBP,Mexico,UK,Mobile Payment,0,Normal_Personal_Transfer
2023-04-18,17:02,ACC379677,ACC701552,1361.74,EUR,MXN,Morocco,Germany,Debit Card,0,Normal_Personal_Transfer
2023-01-01,22:48,ACC607966,ACC806691,5982.44,AED,EUR,UAE,UAE,Cheque,1,Suspicious_Related_Accounts
2023-04-10,05:52,ACC588267,ACC276752,7991.54,TRY,MXN,Mexico,UK,Cross-Border,1,Suspicious_Structuring
2023-03-21,17:54,ACC987889,ACC765522,5959.53,CNY,EUR,UAE,Germany,Cheque,1,Suspicious_Shell_Companies
2023-08-30,12:29,ACC469648,ACC325880,5119.52,MAD,GBP,Germany,UK,Mobile Payment,0,Normal_Corporate_Payment
2023-08-20,06:26,ACC318930,ACC471021,8384.61,EUR,EUR,UAE,China,Mobile Payment,0,Normal_Corporate_Payment
2023-08-05,18:38,ACC503439,ACC373482,9854.35,TRY,MAD,UK,Turkey,Credit Card,0,Normal_Corporate_Payment
2023-01-06,13:15,ACC748490,ACC843192,1821.32,EUR,EUR,USA,UAE,Credit Card,0,Normal_Personal_Transfer
2023-09-24,15:51,ACC634561,ACC111675,6916.55,CNY,CNY,Germany,Mexico,Credit Card,0,Normal_Personal_Transfer
2023-04-29,07:44,ACC657807,ACC189606,815.77,AED,EUR,Germany,UAE,Mobile Payment,0,Normal_Personal_Transfer
2023-08-31,11:33,ACC779520,ACC382224,437.98,TRY,CNY,China,Turkey,Cash,1,Suspicious_CrossBorder_Transfer
2023-07-23,14:48,ACC567601,ACC343747,2815.38,EUR,TRY,USA,Morocco,ACH Transfer,0,Normal_Corporate_Payment
2023-05-06,09:43,ACC608604,ACC348585,9709.49,MAD,TRY,Morocco,USA,Debit Card,0,Normal_Personal_Transfer
2023-02-19,04:45,ACC584408,ACC376080,5526.43,CNY,AED,UK,Germany,Credit Card,0,Normal_Personal_Transfer
2023-02-04,23:04,ACC280060,ACC110019,2690.03,GBP,GBP,UAE,UK,Debit Card,0,Normal_Personal_Transfer
2023-10-31,12:16,ACC503564,ACC862078,1334.54,CNY,MXN,Turkey,USA,Cheque,1,Suspicious_CrossBorder_Transfer
2023-12-02,17:36,ACC707748,ACC560498,9202.63,GBP,EUR,UK,Germany,E-Wallet,0,Normal_Corporate_Payment
2023-08-26,09:51,ACC348792,ACC450448,3630.04,CNY,MAD,UAE,Turkey,Cash,1,Suspicious_Related_Accounts
2023-02-07,08:31,ACC728759,ACC829221,3073.91,AED,TRY,Turkey,Germany,Debit Card,0,Normal_Corporate_Payment
2023-05-27,09:46,ACC728956,ACC104486,8581.05,MAD,MXN,China,China,Credit Card,0,Normal_Personal_Transfer
2023-09-24,09:49,ACC953951,ACC444165,6047.98,EUR,MAD,China,UAE,Credit Card,0,Normal_Personal_Transfer
2023-10-12,13:03,ACC452570,ACC835224,1694.67,MAD,EUR,Morocco,UK,Mobile Payment,0,Normal_Corporate_Payment
2023-02-13,13:02,ACC114629,ACC742699,4220.89,TRY,MXN,Germany,Morocco,Cash,1,Suspicious_Related_Accounts
2023-01-01,11:55,ACC935488,ACC774472,9283.03,GBP,AED,UK,Turkey,Cash,1,Suspicious_Structuring
2023-09-17,03:14,ACC897705,ACC675985,9013.02,USD,CNY,Turkey,Morocco,Cross-Border,1,Suspicious_Shell_Companies
2023-05-11,11:54,ACC220484,ACC610462,710.4,AED,CNY,UK,USA,Cash,1,Suspicious_Structuring
2023-04-03,04:03,ACC197275,ACC155998,2693.45,EUR,MAD,Turkey,UK,ACH Transfer,0,Normal_Personal_Transfer
2023-01-05,03:01,ACC533632,ACC209537,1553.85,USD,USD,UK,Turkey,ACH Transfer,0,Normal_Corporate_Payment
2023-07-17,22:23,ACC238966,ACC984248,5342.78,USD,MAD,Germany,Morocco,Credit Card,0,Normal_Personal_Transfer
2023-11-07,14:31,ACC146073,ACC126576,7502.33,CNY,MAD,Turkey,UK,E-Wallet,0,Normal_Personal_Transfer
2023-12-16,15:49,ACC669981,ACC281172,2962.48,AED,EUR,UK,Mexico,Cheque,1,Suspicious_Shell_Companies
2023-07-26,09:38,ACC806826,ACC470208,7582.38,MXN,CNY,Mexico,Germany,Cash,1,Suspicious_Related_Accounts
2023-07-07,21:48,ACC910775,ACC181238,6690.47,USD,MXN,UAE,Morocco,ACH Transfer,0,Normal_Corporate_Payment
2023-02-01,15:18,ACC667383,ACC315045,7284.94,USD,EUR,China,Germany,Mobile Payment,0,Normal_Corporate_Payment
2023-07-20,18:27,ACC262246,ACC225885,9482.95,MAD,EUR,Morocco,Mexico,ACH Transfer,0,Normal_Personal_Transfer
2023-05-19,08:50,ACC222388,ACC690017,4251.87,MXN,USD,China,Mexico,Mobile Payment,0,Normal_Personal_Transfer
2023-08-10,23:02,ACC340787,ACC190853,3432.25,MXN,AED,Turkey,UK,Cross-Border,1,Suspicious_Related_Accounts
2023-05-22,19:41,ACC303508,ACC746280,6841.63,MXN,MAD,China,Germany,Cheque,1,Suspicious_Structuring
2023-03-29,20:29,ACC214441,ACC849378,8077.5,AED,MXN,Morocco,USA,Mobile Payment,0,Normal_Personal_Transfer
2023-02-04,04:07,ACC725070,ACC391288,1922.54,TRY,AED,UAE,China,Cheque,1,Suspicious_Cash_Intensive
2023-04-25,06:30,ACC882307,ACC812686,8469.53,MXN,GBP,China,Turkey,Cash,1,Suspicious_Cash_Intensive
2023-02-05,06:51,ACC339343,ACC439292,587.95,MAD,TRY,Mexico,Mexico,Cross-Border,1,Suspicious_Cash_Intensive
2023-03-06,06:30,ACC536142,ACC905739,73.87,TRY,AED,USA,USA,Cheque,1,Suspicious_Cash_Intensive
2023-12-27,20:31,ACC959022,ACC422742,1592.69,EUR,EUR,UK,USA,E-Wallet,0,Normal_Corporate_Payment
2023-06-12,00:45,ACC532043,ACC512839,9786.89,TRY,EUR,UAE,UK,Cheque,1,Suspicious_Structuring
2023-07-14,01:49,ACC732551,ACC775609,5240.42,EUR,CNY,Turkey,Mexico,Mobile Payment,0,Normal_Corporate_Payment
2023-11-15,06:34,ACC537991,ACC566981,475.21,MXN,EUR,China,USA,Debit Card,0,Normal_Corporate_Payment
2023-12-30,04:47,ACC534417,ACC191810,9971.79,MXN,EUR,UK,China,Cross-Border,1,Suspicious_CrossBorder_Transfer
2023-08-01,05:33,ACC915805,ACC989302,7451.66,EUR,TRY,UK,UAE,Cheque,1,Suspicious_Structuring
2023-10-24,19:09,ACC389669,ACC172131,8381.67,GBP,GBP,UAE,UAE,Debit Card,0,Normal_Corporate_Payment
2023-04-30,13:30,ACC489860,ACC980570,2137.28,MAD,USD,Mexico,USA,Debit Card,0,Normal_Personal_Transfer
2023-04-22,00:08,ACC466657,ACC269449,1063.44,TRY,GBP,Morocco,China,E-Wallet,0,Normal_Corporate_Payment
2023-05-27,10:18,ACC753689,ACC545581,5155.7,MAD,TRY,UK,Morocco,Cheque,1,Suspicious_Related_Accounts
2023-09-03,09:47,ACC196643,ACC465556,7724.04,MAD,MXN,Morocco,China,Mobile Payment,0,Normal_Corporate_Payment
2023-09-06,02:44,ACC785846,ACC396695,6381.43,USD,USD,China,China,Cash,1,Suspicious_Structuring
2023-04-26,16:13,ACC571820,ACC929358,6314.28,MXN,USD,Turkey,Mexico,Debit Card,0,Normal_Corporate_Payment
2023-02-18,16:51,ACC249712,ACC190214,7573.39,TRY,MXN,UAE,Morocco,Debit Card,0,Normal_Personal_Transfer
2023-08-19,17:18,ACC459838,ACC449894,2277.94,MAD,MAD,UK,China,E-Wallet,0,Normal_Corporate_Payment
2023-02-16,17:28,ACC292527,ACC138599,6618.58,TRY,EUR,Mexico,Mexico,Cross-Border,1,Suspicious_Related_Accounts
2023-07-31,00:00,ACC660424,ACC329417,3927.19,MAD,CNY,Turkey,Morocco,Cash,1,Suspicious_Shell_Companies
2023-09-11,22:53,ACC156539,ACC733778,706.84,MXN,CNY,Turkey,UAE,E-Wallet,0,Normal_Personal_Transfer
2023-09-13,19:32,ACC312736,ACC455474,2029.4,MAD,TRY,Turkey,USA,Mobile Payment,0,Normal_Personal_Transfer
2023-10-03,21:41,ACC518158,ACC646881,7942.1,EUR,MXN,China,Morocco,Cash,1,Suspicious_RapidMovement
